Camp,Country,Longitude,Latitude,DatePublished,Source,URL,Individuals,Households,Male_0_4,Male_5_11,Male_12_17,Male_60,Female_0_4,Female_5_11,Female_12_17,Female_18_59,Female_60,Eritrean,Ethiopian,Somali,Sudanese,Ugandan,,% Male_0_4,% Male_5_11,% Male_12_17,% Male_60,% Female_0_4,% Female_5_11,% Female_12_17,% Female_18_59,% Female_60
Kobe,Ethiopia,41.7469,4.481,11/23/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=614.pdf&name=Dollo%20Ado%20Population%20Statistics%2023%20Nov.pdf,25859,5908,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,,,13.29,15.68,5.49,1.53,12.7,14.32,4.63,18.76,1.47
Helawein,Ethiopia,41.8622,4.369878,11/23/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=614.pdf&name=Dollo%20Ado%20Population%20Statistics%2023%20Nov.pdf,25491,6065,3471,3878,1415,286,3372,3837,1305,4852,282,,,,,,,13.62,15.21,5.55,1.12,13.23,15.05,5.12,19.03,1.11
Melkadida,Ethiopia,41.703053,4.523053,11/24/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=617.pdf&name=Dollo%20Ado%20Population%20Statistics%2024%20Nov.pdf,40260,9931,4935,6794,2381,434,4756,6528,2333,7746,433,,,,,,,12.26,16.88,5.91,1.08,11.81,16.21,5.79,19.24,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,11/24/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=617.pdf&name=Dollo%20Ado%20Population%20Statistics%2024%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,,,11.88,16.2,6.59,1.07,11.88,15.53,5.65,19.38,1.01
Kobe,Ethiopia,41.7469,4.481,11/24/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=617.pdf&name=Dollo%20Ado%20Population%20Statistics%2024%20Nov.pdf,25859,5908,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,,,13.29,15.68,5.49,1.53,12.7,14.32,4.63,18.76,1.47
Helawein,Ethiopia,41.8622,4.369878,11/24/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=617.pdf&name=Dollo%20Ado%20Population%20Statistics%2024%20Nov.pdf,25491,6065,3471,3878,1415,286,3372,3837,1305,4852,282,,,,,,,13.62,15.21,5.55,1.12,13.23,15.05,5.12,19.03,1.11
Melkadida,Ethiopia,41.703053,4.523053,11/25/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=622.pdf&name=Dollo%20Ado%20Population%20Statistics%2025%20Nov.pdf,40260,9931,4935,6794,2381,434,4756,6528,2333,7746,433,,,,,,,12.26,16.88,5.91,1.08,11.81,16.21,5.79,19.24,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,11/25/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=622.pdf&name=Dollo%20Ado%20Population%20Statistics%2025%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,,,11.88,16.2,6.59,1.07,11.88,15.53,5.65,19.38,1.01
Kobe,Ethiopia,41.7469,4.481,11/25/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=622.pdf&name=Dollo%20Ado%20Population%20Statistics%2025%20Nov.pdf,25859,5908,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,,,13.29,15.68,5.49,1.53,12.7,14.32,4.63,18.76,1.47
Helawein,Ethiopia,41.8622,4.369878,11/25/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=622.pdf&name=Dollo%20Ado%20Population%20Statistics%2025%20Nov.pdf,25491,6065,3471,3878,1415,286,3372,3837,1305,4852,282,,,,,,,13.62,15.21,5.55,1.12,13.23,15.05,5.12,19.03,1.11
Melkadida,Ethiopia,41.703053,4.523053,11/26/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=623.pdf&name=Dollo%20Ado%20Population%20Statistics%2026%20Nov.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,,,12.33,16.84,5.91,1.08,11.88,16.17,5.79,19.2,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,11/26/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=623.pdf&name=Dollo%20Ado%20Population%20Statistics%2026%20Nov.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,,,11.94,16.17,6.58,1.06,11.97,15.48,5.64,19.34,1.01
Kobe,Ethiopia,41.7469,4.481,11/26/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=623.pdf&name=Dollo%20Ado%20Population%20Statistics%2026%20Nov.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,,,13.29,15.68,5.49,1.53,12.7,14.31,4.62,18.75,1.47
Helawein,Ethiopia,41.8622,4.369878,11/26/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=623.pdf&name=Dollo%20Ado%20Population%20Statistics%2026%20Nov.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,,,13.61,15.2,5.55,1.12,13.23,15.04,5.12,19.05,1.11
Melkadida,Ethiopia,41.703053,4.523053,11/29/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=625.pdf&name=Dollo%20Ado%20Population%20Statistics%2029%20Nov.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,,,12.33,16.84,5.91,1.08,11.88,16.17,5.79,19.2,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,11/29/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=625.pdf&name=Dollo%20Ado%20Population%20Statistics%2029%20Nov.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,,,11.94,16.17,6.58,1.06,11.97,15.48,5.64,19.34,1.01
Kobe,Ethiopia,41.7469,4.481,11/29/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=625.pdf&name=Dollo%20Ado%20Population%20Statistics%2029%20Nov.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,,,13.29,15.68,5.49,1.53,12.7,14.31,4.62,18.75,1.47
Helawein,Ethiopia,41.8622,4.369878,11/29/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=625.pdf&name=Dollo%20Ado%20Population%20Statistics%2029%20Nov.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,,,13.61,15.2,5.55,1.12,13.23,15.04,5.12,19.05,1.11
Melkadida,Ethiopia,41.703053,4.523053,12/1/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=635.pdf&name=Dollo%20Ado%20Population%20Statistics%2001%20Dec.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,,,12.33,16.84,5.91,1.08,11.88,16.17,5.79,19.2,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,12/1/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=635.pdf&name=Dollo%20Ado%20Population%20Statistics%2001%20Dec.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,,,11.94,16.17,6.58,1.06,11.97,15.48,5.64,19.34,1.01
Kobe,Ethiopia,41.7469,4.481,12/1/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=635.pdf&name=Dollo%20Ado%20Population%20Statistics%2001%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,,,13.29,15.68,5.49,1.53,12.7,14.31,4.62,18.75,1.47
Helawein,Ethiopia,41.8622,4.369878,12/1/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=635.pdf&name=Dollo%20Ado%20Population%20Statistics%2001%20Dec.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,,,13.61,15.2,5.55,1.12,13.23,15.04,5.12,19.05,1.11
Buramino,Ethiopia,41.937319,4.311683,12/1/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=635.pdf&name=Dollo%20Ado%20Population%20Statistics%2001%20Dec.pdf,384,78,48,58,21,2,54,69,25,65,3,,,,,,,12.5,15.1,5.47,0.52,14.06,17.97,6.51,16.93,0.78
Melkadida,Ethiopia,41.703053,4.523053,12/2/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=636.pdf&name=Dollo%20Ado%20Population%20Statistics%2002%20Dec.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,,,12.33,16.84,5.91,1.08,11.88,16.17,5.79,19.2,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,12/2/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=636.pdf&name=Dollo%20Ado%20Population%20Statistics%2002%20Dec.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,,,11.94,16.17,6.58,1.06,11.97,15.48,5.64,19.34,1.01
Kobe,Ethiopia,41.7469,4.481,12/2/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=636.pdf&name=Dollo%20Ado%20Population%20Statistics%2002%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,,,13.29,15.68,5.49,1.53,12.7,14.31,4.62,18.75,1.47
Helawein,Ethiopia,41.8622,4.369878,12/2/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=636.pdf&name=Dollo%20Ado%20Population%20Statistics%2002%20Dec.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,,,13.61,15.2,5.55,1.12,13.23,15.04,5.12,19.05,1.11
Buramino,Ethiopia,41.937319,4.311683,12/2/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=636.pdf&name=Dollo%20Ado%20Population%20Statistics%2002%20Dec.pdf,384,78,48,58,21,2,54,69,25,65,3,,,,,,,12.5,15.1,5.47,0.52,14.06,17.97,6.51,16.93,0.78
Melkadida,Ethiopia,41.703053,4.523053,12/3/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=638.pdf&name=Dollo%20Ado%20Population%20Statistics%2003%20Dec.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,,,12.33,16.84,5.91,1.08,11.88,16.17,5.79,19.2,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,12/3/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=638.pdf&name=Dollo%20Ado%20Population%20Statistics%2003%20Dec.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,,,11.94,16.17,6.58,1.06,11.97,15.48,5.64,19.34,1.01
Kobe,Ethiopia,41.7469,4.481,12/3/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=638.pdf&name=Dollo%20Ado%20Population%20Statistics%2003%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,,,13.29,15.68,5.49,1.53,12.7,14.31,4.62,18.75,1.47
Helawein,Ethiopia,41.8622,4.369878,12/3/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=638.pdf&name=Dollo%20Ado%20Population%20Statistics%2003%20Dec.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,,,13.61,15.2,5.55,1.12,13.23,15.04,5.12,19.05,1.11
Buramino,Ethiopia,41.937319,4.311683,12/3/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=638.pdf&name=Dollo%20Ado%20Population%20Statistics%2003%20Dec.pdf,384,78,48,58,21,2,54,69,25,65,3,,,,,,,12.5,15.1,5.47,0.52,14.06,17.97,6.51,16.93,0.78
Melkadida,Ethiopia,41.703053,4.523053,12/4/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=637.pdf&name=Dollo%20Ado%20Population%20Statistics%2004%20Dec.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,,,12.33,16.84,5.91,1.08,11.88,16.17,5.79,19.2,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,12/4/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=637.pdf&name=Dollo%20Ado%20Population%20Statistics%2004%20Dec.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,,,11.94,16.17,6.58,1.06,11.97,15.48,5.64,19.34,1.01
Kobe,Ethiopia,41.7469,4.481,12/4/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=637.pdf&name=Dollo%20Ado%20Population%20Statistics%2004%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,,,13.29,15.68,5.49,1.53,12.7,14.31,4.62,18.75,1.47
Helawein,Ethiopia,41.8622,4.369878,12/4/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=637.pdf&name=Dollo%20Ado%20Population%20Statistics%2004%20Dec.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,,,13.61,15.2,5.55,1.12,13.23,15.04,5.12,19.05,1.11
Buramino,Ethiopia,41.937319,4.311683,12/4/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=637.pdf&name=Dollo%20Ado%20Population%20Statistics%2004%20Dec.pdf,384,78,48,58,21,2,54,69,25,65,3,,,,,,,12.5,15.1,5.47,0.52,14.06,17.97,6.51,16.93,0.78
Melkadida,Ethiopia,41.703053,4.523053,12/5/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=642.pdf&name=Dollo%20Ado%20Population%20Statistics%2005%20Dec.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,,,12.33,16.84,5.91,1.08,11.88,16.17,5.79,19.2,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,12/5/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=642.pdf&name=Dollo%20Ado%20Population%20Statistics%2005%20Dec.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,,,11.94,16.17,6.58,1.06,11.97,15.48,5.64,19.34,1.01
Kobe,Ethiopia,41.7469,4.481,12/5/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=642.pdf&name=Dollo%20Ado%20Population%20Statistics%2005%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,,,13.29,15.68,5.49,1.53,12.7,14.31,4.62,18.75,1.47
Helawein,Ethiopia,41.8622,4.369878,12/5/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=642.pdf&name=Dollo%20Ado%20Population%20Statistics%2005%20Dec.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,,,13.61,15.2,5.55,1.12,13.23,15.04,5.12,19.05,1.11
Buramino,Ethiopia,41.937319,4.311683,12/5/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=642.pdf&name=Dollo%20Ado%20Population%20Statistics%2005%20Dec.pdf,910,198,127,139,41,7,125,148,45,163,15,,,,,,,13.96,15.27,4.51,0.77,13.74,16.26,4.95,17.91,1.65
Melkadida,Ethiopia,41.703053,4.523053,12/7/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=644.pdf&name=Dollo%20Ado%20Population%20Statistics%2007%20Dec.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,,,12.33,16.84,5.91,1.08,11.88,16.17,5.79,19.2,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,12/7/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=644.pdf&name=Dollo%20Ado%20Population%20Statistics%2007%20Dec.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,,,11.94,16.17,6.58,1.06,11.97,15.48,5.64,19.34,1.01
Kobe,Ethiopia,41.7469,4.481,12/7/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=644.pdf&name=Dollo%20Ado%20Population%20Statistics%2007%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,,,13.29,15.68,5.49,1.53,12.7,14.31,4.62,18.75,1.47
Helawein,Ethiopia,41.8622,4.369878,12/7/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=644.pdf&name=Dollo%20Ado%20Population%20Statistics%2007%20Dec.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,,,13.61,15.2,5.55,1.12,13.23,15.04,5.12,19.05,1.11
Buramino,Ethiopia,41.937319,4.311683,12/7/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=644.pdf&name=Dollo%20Ado%20Population%20Statistics%2007%20Dec.pdf,910,198,127,139,41,7,125,148,45,163,15,,,,,,,13.96,15.27,4.51,0.77,13.74,16.26,4.95,17.91,1.65
Melkadida,Ethiopia,41.703053,4.523053,12/6/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=643.pdf&name=Dollo%20Ado%20Population%20Statistics%2006%20Dec.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,,,12.33,16.84,5.91,1.08,11.88,16.17,5.79,19.2,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,12/6/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=643.pdf&name=Dollo%20Ado%20Population%20Statistics%2006%20Dec.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,,,11.94,16.17,6.58,1.06,11.97,15.48,5.64,19.34,1.01
Kobe,Ethiopia,41.7469,4.481,12/6/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=643.pdf&name=Dollo%20Ado%20Population%20Statistics%2006%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,,,13.29,15.68,5.49,1.53,12.7,14.31,4.62,18.75,1.47
Helawein,Ethiopia,41.8622,4.369878,12/6/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=643.pdf&name=Dollo%20Ado%20Population%20Statistics%2006%20Dec.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,,,13.61,15.2,5.55,1.12,13.23,15.04,5.12,19.05,1.11
Buramino,Ethiopia,41.937319,4.311683,12/6/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=643.pdf&name=Dollo%20Ado%20Population%20Statistics%2006%20Dec.pdf,910,198,127,139,41,7,125,148,45,163,15,,,,,,,13.96,15.27,4.51,0.77,13.74,16.26,4.95,17.91,1.65
Melkadida,Ethiopia,41.703053,4.523053,12/8/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=645.pdf&name=Dollo%20Ado%20Population%20Statistics%2008%20Dec.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,,,12.33,16.84,5.91,1.08,11.88,16.17,5.79,19.2,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,12/8/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=645.pdf&name=Dollo%20Ado%20Population%20Statistics%2008%20Dec.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,,,11.94,16.17,6.58,1.06,11.97,15.48,5.64,19.34,1.01
Kobe,Ethiopia,41.7469,4.481,12/8/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=645.pdf&name=Dollo%20Ado%20Population%20Statistics%2008%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,,,13.29,15.68,5.49,1.53,12.7,14.31,4.62,18.75,1.47
Helawein,Ethiopia,41.8622,4.369878,12/8/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=645.pdf&name=Dollo%20Ado%20Population%20Statistics%2008%20Dec.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,,,13.61,15.2,5.55,1.12,13.23,15.04,5.12,19.05,1.11
Buramino,Ethiopia,41.937319,4.311683,12/8/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=645.pdf&name=Dollo%20Ado%20Population%20Statistics%2008%20Dec.pdf,1451,310,206,226,67,12,208,222,85,264,17,,,,,,,14.2,15.58,4.62,0.83,14.33,15.3,5.86,18.19,1.17
Melkadida,Ethiopia,41.703053,4.523053,12/11/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=647.pdf&name=Dollo%20Ado%20Population%20Statistics%2011%20Dec.pdf,40560,9994,5033,6815,2391,438,4848,6535,2341,7767,437,,,,,,,12.41,16.8,5.89,1.08,11.95,16.11,5.77,19.15,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,12/11/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=647.pdf&name=Dollo%20Ado%20Population%20Statistics%2011%20Dec.pdf,38328,9586,4617,6170,2523,410,4639,5909,2155,7380,387,,,,,,,12.05,16.1,6.58,1.07,12.1,15.42,5.62,19.25,1.01
Kobe,Ethiopia,41.7469,4.481,12/11/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=647.pdf&name=Dollo%20Ado%20Population%20Statistics%2011%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,,,13.29,15.68,5.49,1.53,12.7,14.31,4.62,18.75,1.47
Helawein,Ethiopia,41.8622,4.369878,12/11/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=647.pdf&name=Dollo%20Ado%20Population%20Statistics%2011%20Dec.pdf,25526,6083,3472,3881,1416,287,3379,3838,1310,4861,283,,,,,,,13.6,15.2,5.55,1.12,13.24,15.04,5.13,19.04,1.11
Buramino,Ethiopia,41.937319,4.311683,12/11/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=647.pdf&name=Dollo%20Ado%20Population%20Statistics%2011%20Dec.pdf,1451,310,206,226,67,12,208,222,85,264,17,,,,,,,14.2,15.58,4.62,0.83,14.33,15.3,5.86,18.19,1.17
Melkadida,Ethiopia,41.703053,4.523053,12/9/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=646.pdf&name=Dollo%20Ado%20Population%20Statistics%2009%20Dec.pdf,40360,9950,4976,6798,2385,434,4793,6526,2336,7748,434,,,,,,,12.33,16.84,5.91,1.08,11.88,16.17,5.79,19.2,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,12/9/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=646.pdf&name=Dollo%20Ado%20Population%20Statistics%2009%20Dec.pdf,38140,9540,4555,6169,2510,406,4565,5903,2152,7375,385,,,,,,,11.94,16.17,6.58,1.06,11.97,15.48,5.64,19.34,1.01
Kobe,Ethiopia,41.7469,4.481,12/9/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=646.pdf&name=Dollo%20Ado%20Population%20Statistics%2009%20Dec.pdf,25862,5911,3436,4054,1419,395,3285,3702,1196,4850,381,,,,,,,13.29,15.68,5.49,1.53,12.7,14.31,4.62,18.75,1.47
Helawein,Ethiopia,41.8622,4.369878,12/9/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=646.pdf&name=Dollo%20Ado%20Population%20Statistics%2009%20Dec.pdf,25512,6078,3472,3879,1416,286,3375,3838,1305,4860,283,,,,,,,13.61,15.2,5.55,1.12,13.23,15.04,5.12,19.05,1.11
Buramino,Ethiopia,41.937319,4.311683,12/9/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=646.pdf&name=Dollo%20Ado%20Population%20Statistics%2009%20Dec.pdf,1451,310,206,226,67,12,208,222,85,264,17,,,,,,,14.2,15.58,4.62,0.83,14.33,15.3,5.86,18.19,1.17
Melkadida,Ethiopia,41.703053,4.523053,12/12/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=661.pdf&name=Dollo%20Ado%20Population%20Statistics%2012%20Dec.pdf,40560,9994,5033,6815,2391,438,4848,6535,2341,7767,437,,,,,,,12.41,16.8,5.89,1.08,11.95,16.11,5.77,19.15,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,12/12/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=661.pdf&name=Dollo%20Ado%20Population%20Statistics%2012%20Dec.pdf,38328,9586,4617,6170,2523,410,4639,5909,2155,7380,387,,,,,,,12.05,16.1,6.58,1.07,12.1,15.42,5.62,19.25,1.01
